id,linha_original,fonte,disciplina,hierarquia_codigo,nivel_profundidade,assunto_nivel_1,assunto_nivel_2,assunto_nivel_3,assunto_nivel_4,assunto_especifico,quantidade_encontrada,porcentagem_encontrada,quantidade_caderno,porcentagem_caderno,ano,banca,cargo,split
a1450fe2c4a1c676,254,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.14,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Prescrição e Coisa Julgada Administrativa,,,Jurisprudência dos Tribunais Superiores sobre Prescrição e Coisa Julgada Administrativa,5,0.01,5,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4044564796b0b429,255,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.15,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Princípios da Administração,,,Jurisprudência dos Tribunais Superiores sobre Princípios da Administração,25,0.04,25,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
cd5f106c99840856,256,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.16,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo,,,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo,21,0.03,21,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
92fc32555ef3e0de,257,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.17,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo Disciplinar,,,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo Disciplinar,56,0.08,56,0.08,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
aef386470310f5ee,258,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.18,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Responsabilidade Civil do Estado,,,Jurisprudência dos Tribunais Superiores sobre Responsabilidade Civil do Estado,190,0.28,190,0.28,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
a4ecee17d85d2181,259,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.19,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Serviços Públicos,,,Jurisprudência dos Tribunais Superiores sobre Serviços Públicos,33,0.05,33,0.05,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
bcc54e7f833228b3,260,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.20,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Tombamento,,,Jurisprudência dos Tribunais Superiores sobre Tombamento,4,0.01,4,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
d563de5eacee6dcd,261,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),19.21,2,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,Jurisprudência dos Tribunais Superiores sobre Tópicos Mesclados e Outros Assuntos de DAD,,,Jurisprudência dos Tribunais Superiores sobre Tópicos Mesclados e Outros Assuntos de DAD,16,0.02,16,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
7a0be430611bb583,27,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.01,3,Organização Administrativa,Organização Administrativa da União,Administração Direta (Órgãos Públicos),,Administração Direta (Órgãos Públicos),243,0.36,243,0.36,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
40881bf053c6f85b,28,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.02,3,Organização Administrativa,Organização Administrativa da União,Administração Indireta,,Administração Indireta,890,1.33,890,1.33,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
cdd80ff25f41e3fd,29,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.03,3,Organização Administrativa,Organização Administrativa da União,Conselhos Profissionais,,Conselhos Profissionais,14,0.02,14,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
0ff3c1d8e29616e6,30,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.04,3,Organização Administrativa,Organização Administrativa da União,Desconcentração e Descentralização,,Desconcentração e Descentralização,294,0.44,294,0.44,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
1105fa13b6301bce,31,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.05,3,Organização Administrativa,Organização Administrativa da União,Agências Reguladoras e Executivas,,Agências Reguladoras e Executivas,281,0.42,281,0.42,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f0a48941e30f9f95,32,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.06,3,Organização Administrativa,Organização Administrativa da União,"Terceiro Setor (OSs, OSCIPs, Sistema S e Fundações de Apoio)",,"Terceiro Setor (OSs, OSCIPs, Sistema S e Fundações de Apoio)",309,0.46,309,0.46,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
44f2c0a4f846a0f1,33,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.07,3,Organização Administrativa,Organização Administrativa da União,Lei nº 13.303/2016 - Estatuto Jurídico da EP e SEM (arts. 1º a 27),,Lei nº 13.303/2016 - Estatuto Jurídico da EP e SEM (arts. 1º a 27),80,0.12,80,0.12,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
3e9acf1c3b7b992b,34,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.08,3,Organização Administrativa,Organização Administrativa da União,Decreto nº 8.945/2016 - Regulamenta a Lei nº 13.303/2016 ,,Decreto nº 8.945/2016 - Regulamenta a Lei nº 13.303/2016 ,6,0.01,6,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ac36abe2b2987907,35,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.09,3,Organização Administrativa,Organização Administrativa da União,"Decreto nº 10.835/2021 - Cessões, Requisições e Alterações do Exercício para Composição da Força de Trabalho em que a Administração Pública Federal seja Parte",,"Decreto nº 10.835/2021 - Cessões, Requisições e Alterações do Exercício para Composição da Força de Trabalho em que a Administração Pública Federal seja Parte",3,0.0,3,0.0,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
e82e827486f7688e,36,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),05.01.10,3,Organização Administrativa,Organização Administrativa da União,Tópicos Mesclados de Organização Administrativa da União,,Tópicos Mesclados de Organização Administrativa da União,49,0.07,49,0.07,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
87494e81d40ec1d7,52,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),07.05.01,3,Serviços Públicos,Concessões (Serviços Públicos - Lei nº 8.987/1995),"Deveres e Direitos (Usuários, Concedente, Concessionária, Licitações - Lei nº 8.987/1995)",,"Deveres e Direitos (Usuários, Concedente, Concessionária, Licitações - Lei nº 8.987/1995)",140,0.21,140,0.21,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
e3eea71b95fdc85a,53,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),07.05.02,3,Serviços Públicos,Concessões (Serviços Públicos - Lei nº 8.987/1995),"Autorização, Permissão e Concessão (Serviços Públicos - Lei nº 8.987/1995)",,"Autorização, Permissão e Concessão (Serviços Públicos - Lei nº 8.987/1995)",234,0.35,234,0.35,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
c964c6ecbfe1d0cf,54,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),07.05.03,3,Serviços Públicos,Concessões (Serviços Públicos - Lei nº 8.987/1995),Formas de Extinção (Serviços Públicos - Lei nº 8.987/1995),,Formas de Extinção (Serviços Públicos - Lei nº 8.987/1995),104,0.16,104,0.16,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
26a5eeb5b8ac7390,55,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),07.05.04,3,Serviços Públicos,Concessões (Serviços Públicos - Lei nº 8.987/1995),Intervenção (Serviços Públicos - Lei nº 8.987/1995),,Intervenção (Serviços Públicos - Lei nº 8.987/1995),14,0.02,14,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
464e82b3111956bf,56,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),07.05.05,3,Serviços Públicos,Concessões (Serviços Públicos - Lei nº 8.987/1995),Subconcessão (Serviços Públicos - Lei nº 8.987/1995),,Subconcessão (Serviços Públicos - Lei nº 8.987/1995),10,0.01,10,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f139cb245c770126,69,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.03.01,3,Controle da Administração,Controle Legislativo ou Parlamentar,Parlamentar Direto (Controle Político),,Parlamentar Direto (Controle Político),99,0.15,99,0.15,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
961df1df33154203,70,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.03.02,3,Controle da Administração,Controle Legislativo ou Parlamentar,Parlamentar Indireto (Tribunais de Contas e Controle Técnico-Financeiro),,Parlamentar Indireto (Tribunais de Contas e Controle Técnico-Financeiro),178,0.27,178,0.27,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ebf85577dd82d277,74,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.06.01,3,Controle da Administração,Lei nº 12.846/2013 - Lei Anticorrupção,Disposições Gerais (arts. 1º a 4º da Lei nº 12.846/2013),,Disposições Gerais (arts. 1º a 4º da Lei nº 12.846/2013),35,0.05,35,0.05,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4cc02544cde8026e,75,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.06.02,3,Controle da Administração,Lei nº 12.846/2013 - Lei Anticorrupção,Dos Atos Lesivos à Administração Pública Nacional ou Estrangeira (art. 5º da Lei nº 12.846/2013),,Dos Atos Lesivos à Administração Pública Nacional ou Estrangeira (art. 5º da Lei nº 12.846/2013),14,0.02,14,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
24769fef65f7761e,76,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.06.03,3,Controle da Administração,Lei nº 12.846/2013 - Lei Anticorrupção,Da Responsabilização Administrativa (arts. 6º e 7º da Lei nº 12.846/2013),,Da Responsabilização Administrativa (arts. 6º e 7º da Lei nº 12.846/2013),22,0.03,22,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f3d71e4984c7c0f5,77,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.06.04,3,Controle da Administração,Lei nº 12.846/2013 - Lei Anticorrupção,Do Processo Administrativo de Responsabilização (arts. 8º a 15 da Lei nº 12.846/2013),,Do Processo Administrativo de Responsabilização (arts. 8º a 15 da Lei nº 12.846/2013),21,0.03,21,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
6e4773e20b5a49ac,78,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.06.05,3,Controle da Administração,Lei nº 12.846/2013 - Lei Anticorrupção,Do Acordo de Leniência (arts. 16 e 17 da Lei nº 12.846/2013),,Do Acordo de Leniência (arts. 16 e 17 da Lei nº 12.846/2013),36,0.05,36,0.05,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
2fbe8b82d60ee317,79,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.06.06,3,Controle da Administração,Lei nº 12.846/2013 - Lei Anticorrupção,Da Responsabilização Judicial (arts. 18 a 21 da Lei nº 12.846/2013),,Da Responsabilização Judicial (arts. 18 a 21 da Lei nº 12.846/2013),9,0.01,9,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ce41803f76fe53ee,80,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),08.06.07,3,Controle da Administração,Lei nº 12.846/2013 - Lei Anticorrupção,Disposições Finais (arts. 22 a 31 da Lei nº 12.846/2013),,Disposições Finais (arts. 22 a 31 da Lei nº 12.846/2013),6,0.01,6,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
00a214a8e0baf3bf,86,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),09.02.01,3,Domínio Público,Bens Públicos (Direito Administrativo),Classificação dos Bens Públicos,,Classificação dos Bens Públicos,94,0.14,94,0.14,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
2f571aa806556ee0,87,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),09.02.02,3,Domínio Público,Bens Públicos (Direito Administrativo),Características dos Bens Públicos,,Características dos Bens Públicos,71,0.11,71,0.11,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
2a9706a42bab9aa7,88,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),09.02.03,3,Domínio Público,Bens Públicos (Direito Administrativo),Afetação e Desafetação (Bens Públicos),,Afetação e Desafetação (Bens Públicos),27,0.04,27,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
7936850fbab6a8d9,89,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),09.02.04,3,Domínio Público,Bens Públicos (Direito Administrativo),"Bens Públicos em Espécie (Domínio Terrestre, Hídrico e Aéreo)",,"Bens Públicos em Espécie (Domínio Terrestre, Hídrico e Aéreo)",25,0.04,25,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
dc8a88477f647fc8,90,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),09.02.05,3,Domínio Público,Bens Públicos (Direito Administrativo),Formas de Utilização de Bens Públicos,,Formas de Utilização de Bens Públicos,43,0.06,43,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
7cea614026909cef,91,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),09.02.06,3,Domínio Público,Bens Públicos (Direito Administrativo),Aquisição de Bens pelo Estado,,Aquisição de Bens pelo Estado,7,0.01,7,0.01,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
bf3d99f19172c7e8,92,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),09.02.07,3,Domínio Público,Bens Públicos (Direito Administrativo),Tópicos Mesclados de Bens Públicos (Direito Administrativo),,Tópicos Mesclados de Bens Públicos (Direito Administrativo),44,0.07,44,0.07,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
43dcdada6af3534a,100,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.01,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,Concurso Público,,Concurso Público,127,0.19,127,0.19,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4d5177101167e546,101,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.02,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,Acessibilidade aos Cargos e Empregos Públicos,,Acessibilidade aos Cargos e Empregos Públicos,63,0.09,63,0.09,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
938a2bb532de1ea5,102,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.03,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,Acumulação de Cargos e Empregos Públicos e Funções,,Acumulação de Cargos e Empregos Públicos e Funções,111,0.17,111,0.17,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
82a9ed7d9511ee5b,103,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.04,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,Estabilidade e Estágio Probatório,,Estabilidade e Estágio Probatório,117,0.18,117,0.18,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
f1761fe294eeee1a,104,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.05,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,Associação Sindical e Direito de Greve,,Associação Sindical e Direito de Greve,27,0.04,27,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
d2d3d34cf9a79eb6,105,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.06,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,Direitos Sociais dos Servidores Públicos (art. 7º da CF),,Direitos Sociais dos Servidores Públicos (art. 7º da CF),17,0.03,17,0.03,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
8e0af0e86d39cf8a,106,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.07,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,"Remuneração (Componentes, Subsídio, Teto, Equiparação, Vinculação, Irredutibilidade, etc)",,"Remuneração (Componentes, Subsídio, Teto, Equiparação, Vinculação, Irredutibilidade, etc)",88,0.13,88,0.13,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
9db11b90cabeaa74,107,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.08,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,Mandato Eletivo (art. 38 da CF),,Mandato Eletivo (art. 38 da CF),29,0.04,29,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
a2c6a8d812f6c91d,108,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.05.09,3,Agentes Públicos,Aspectos Constitucionais pertinentes aos Servidores Públicos,"Regime Previdenciário (Aposentadoria, Pensão, RPPS)",,"Regime Previdenciário (Aposentadoria, Pensão, RPPS)",75,0.11,75,0.11,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
9e9a0f3c28239dcc,110,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.01,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Disposições Preliminares e Abrangência (arts. 1º a 4º da Lei nº 8.112/1990),,Disposições Preliminares e Abrangência (arts. 1º a 4º da Lei nº 8.112/1990),43,0.06,43,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
deb912bb98e7a66e,111,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.02,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Formas de Provimento (arts. 5º a 32 da Lei nº 8.112/1990),,Formas de Provimento (arts. 5º a 32 da Lei nº 8.112/1990),433,0.65,433,0.65,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
fb15c7be7302f829,112,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.03,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Vacância (arts. 33 a 35 da Lei nº 8.112/1990),,Vacância (arts. 33 a 35 da Lei nº 8.112/1990),38,0.06,38,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
b0c8482f6e7c2398,113,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.04,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,"Remoção, Redistribuição e Substituição (arts. 36 a 39 da Lei nº 8.112/1990)",,"Remoção, Redistribuição e Substituição (arts. 36 a 39 da Lei nº 8.112/1990)",72,0.11,72,0.11,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
1e27bde242f6ceed,114,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.05,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Vencimento e Remuneração (arts. 40 a 48 da Lei nº 8.112/1990),,Vencimento e Remuneração (arts. 40 a 48 da Lei nº 8.112/1990),57,0.09,57,0.09,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
202d8f80414048d3,115,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.06,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Das Vantagens: Indenizações (arts. 49 a 60-E da Lei nº 8.112/1990),,Das Vantagens: Indenizações (arts. 49 a 60-E da Lei nº 8.112/1990),64,0.1,64,0.1,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
5f74d5aa74f95df9,116,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.07,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Das Gratificações e Adicionais (arts. 61 a 76 da Lei nº 8.112/1990),,Das Gratificações e Adicionais (arts. 61 a 76 da Lei nº 8.112/1990),41,0.06,41,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
7584afc52fa4b52d,117,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.08,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Das Férias (arts. 77 a 80 da Lei nº 8.112/1990),,Das Férias (arts. 77 a 80 da Lei nº 8.112/1990),26,0.04,26,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
2fcb14eb2bef64e8,118,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.09,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,"Das Licenças, Afastamentos e Concessões (arts. 81 a 99 da Lei nº 8.112/1990)",,"Das Licenças, Afastamentos e Concessões (arts. 81 a 99 da Lei nº 8.112/1990)",194,0.29,194,0.29,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
5e6dee91e94d1772,119,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.10,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Do Tempo de Serviço (arts. 100 a 103 da Lei nº 8.112/1990),,Do Tempo de Serviço (arts. 100 a 103 da Lei nº 8.112/1990),15,0.02,15,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4c3f20bcf55f96b7,120,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.11,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Do Direito de Petição (arts. 104 a 115 da Lei nº 8.112/1990),,Do Direito de Petição (arts. 104 a 115 da Lei nº 8.112/1990),15,0.02,15,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
d56735bc4f112eec,121,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.12,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Do Regime Disciplinar (arts. 116 a 142 da Lei nº 8.112/1990),,Do Regime Disciplinar (arts. 116 a 142 da Lei nº 8.112/1990),525,0.79,525,0.79,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
ac21ebe4fa1f0b95,122,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.13,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Do Processo Administrativo Disciplinar (arts. 143 a 182 da Lei nº 8.112/1990),,Do Processo Administrativo Disciplinar (arts. 143 a 182 da Lei nº 8.112/1990),208,0.31,208,0.31,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
8afbc3a0418ef012,123,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.14,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Da Seguridade Social do Servidor (arts. 183 a 230 da Lei nº 8.112/1990),,Da Seguridade Social do Servidor (arts. 183 a 230 da Lei nº 8.112/1990),63,0.09,63,0.09,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
c8b76a2391965165,124,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),10.06.15,3,Agentes Públicos,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,Tópicos Mesclados de Estatuto de Servidores Federais (Lei nº 8.112/1990),,Tópicos Mesclados de Estatuto de Servidores Federais (Lei nº 8.112/1990),42,0.06,42,0.06,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
7cc24ac36269575a,140,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.01,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),"Disposições Gerais, Direitos e Deveres do Administrado (arts. 1º a 4º da Lei nº 9.784/1999)",,"Disposições Gerais, Direitos e Deveres do Administrado (arts. 1º a 4º da Lei nº 9.784/1999)",183,0.27,183,0.27,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
ee3f811ea7b78fea,141,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.02,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),Trâmite do Processo (arts. 5º a 10 e 29 a 50 da Lei nº 9.784/1999),,Trâmite do Processo (arts. 5º a 10 e 29 a 50 da Lei nº 9.784/1999),168,0.25,168,0.25,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
1ade2b69ea96f16f,142,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.03,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),Da Competência (arts. 11 a 17 da Lei nº 9.784/1999),,Da Competência (arts. 11 a 17 da Lei nº 9.784/1999),177,0.27,177,0.27,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
2149113cdc1a7dea,143,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.04,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),Dos Impedimentos e da Suspeição (arts. 18 a 21 da Lei nº 9.784/1999),,Dos Impedimentos e da Suspeição (arts. 18 a 21 da Lei nº 9.784/1999),47,0.07,47,0.07,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
b9290fa7783966fd,144,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.05,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),"Forma, Tempo e Lugar dos Atos do Processo (arts. 22 a 25 da Lei nº 9.784/1999)",,"Forma, Tempo e Lugar dos Atos do Processo (arts. 22 a 25 da Lei nº 9.784/1999)",34,0.05,34,0.05,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
4c8ef94e603bdac4,145,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.06,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),Da Comunicação dos Atos (arts. 26 a 28 da Lei nº 9.784/1999),,Da Comunicação dos Atos (arts. 26 a 28 da Lei nº 9.784/1999),27,0.04,27,0.04,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
5a3728789b90bd6a,146,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.07,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),Da Desistência e Outros Casos de Extinção do Processo (arts. 51 e 52 da Lei nº 9.784/1999),,Da Desistência e Outros Casos de Extinção do Processo (arts. 51 e 52 da Lei nº 9.784/1999),13,0.02,13,0.02,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
07a54210cc420d73,147,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.08,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),"Da Anulação, Revogação e Convalidação (arts. 53 a 55 da Lei nº 9.784/1999)",,"Da Anulação, Revogação e Convalidação (arts. 53 a 55 da Lei nº 9.784/1999)",68,0.1,68,0.1,2026,CESPE/Cebraspe,Concursos Públicos (Geral),test
2fa2e25eee02955c,148,adm_detalhado,Direito Administrativo (Doutrina e Leis Federais),12.01.09,3,Processo Administrativo,Processo Administrativo Federal (Lei 9.784/1999),Do Recurso Administrativo e da Revisão (arts. 56 a 65 da Lei nº 9.784/1999),,Do Recurso Administrativo e da Revisão (arts. 56 a 65 da Lei nº 9.784/1999),135,0.2,135,0.2,2026,CESPE/Cebraspe,Concursos Públicos (Geral),train
